age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,is_recid,c_jail_time,sex_Female,sex_Male,race_African_American,race_Asian,race_Caucasian,race_Hispanic,race_Native_American,c_charge_type_F,c_charge_type_M,c_charge_class_0,c_charge_class_1,c_charge_class_2,c_charge_class_3,c_charge_class_5,c_charge_class_6,c_charge_class_7
23,0,0,0,0,False,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
29,0,0,0,0,False,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
23,0,0,1,4,False,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
24,0,0,0,0,False,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
26,2,1,0,8,True,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
36,0,0,0,5,True,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
55,0,0,0,6,False,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
59,0,0,0,13,False,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
27,0,0,0,1,False,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
24,0,0,0,0,True,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
66,0,0,0,0,False,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
36,0,0,1,3,False,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
35,0,0,0,0,False,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
40,0,0,0,0,False,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
53,0,0,0,9,True,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
23,0,0,0,1,True,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
23,0,0,0,1,False,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
24,0,0,0,1,False,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
22,0,0,0,0,True,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
25,0,0,1,1,False,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
56,0,0,0,4,False,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
29,0,0,0,0,False,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
36,0,0,0,1,False,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
62,0,0,0,1,False,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
29,0,0,0,1,False,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
29,0,0,0,10,True,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
51,0,0,0,1,True,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
58,0,0,0,3,False,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
27,0,0,0,0,False,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
38,0,0,0,2,False,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
24,0,1,2,3,False,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
22,0,0,0,0,True,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
39,0,0,0,0,False,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
20,0,0,0,3,True,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
46,0,0,0,10,True,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
38,0,0,0,1,True,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
23,0,0,0,0,True,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
52,0,0,0,17,False,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
53,0,0,0,3,False,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
39,0,0,0,6,False,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
25,0,0,0,0,False,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
52,0,0,0,4,False,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
31,0,0,0,19,True,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
25,0,0,0,1,True,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
26,0,0,0,6,False,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
25,0,0,1,2,False,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
24,0,0,0,1,False,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
37,0,0,0,11,True,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
36,0,0,0,0,False,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
30,0,0,0,9,False,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
26,0,0,0,1,True,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
21,0,2,0,3,True,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
35,0,0,0,7,True,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
22,0,0,0,2,True,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
61,0,0,0,2,False,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
25,0,0,0,0,False,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
24,0,0,0,0,False,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
36,0,0,0,0,False,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
24,0,0,0,2,True,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
21,0,0,1,0,True,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
50,0,0,0,0,False,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
32,2,0,1,15,True,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
33,0,0,0,2,True,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
33,0,0,0,10,True,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
23,0,0,0,4,True,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
25,0,0,0,2,False,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
42,0,0,0,0,False,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
29,0,0,0,0,False,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
50,0,0,0,8,False,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
32,0,0,0,5,True,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
33,0,0,0,14,True,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
23,0,0,1,1,False,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
37,0,1,0,13,True,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
27,0,0,0,9,True,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
27,0,0,0,0,False,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
28,0,0,0,3,False,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
26,0,0,0,7,False,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
52,0,0,0,21,True,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
21,0,0,0,1,True,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
58,0,0,0,1,False,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
27,0,0,0,4,False,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
36,0,0,0,0,False,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
33,1,0,0,1,False,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
28,0,0,0,5,True,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
28,0,0,0,1,True,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
31,0,0,0,0,False,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
30,0,1,0,11,True,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
24,0,0,0,3,False,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
26,0,0,0,6,True,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
43,0,0,0,0,False,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
31,0,0,1,2,True,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
59,0,0,0,2,False,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
40,0,0,0,4,False,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
22,0,0,0,3,True,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
23,0,0,0,0,False,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
21,0,0,0,2,False,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
42,0,0,0,0,False,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
34,0,0,0,0,True,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
43,0,0,0,3,False,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
30,0,3,0,18,False,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
29,0,0,0,1,False,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
38,0,0,0,2,True,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
21,0,0,0,1,False,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
26,0,0,1,3,True,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
25,0,0,0,4,True,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
19,4,1,0,5,False,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
47,0,0,0,0,False,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
35,0,1,1,16,False,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
51,0,0,0,5,False,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
36,0,0,0,0,False,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
25,0,0,0,1,False,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
62,0,0,0,0,False,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
23,0,0,0,0,True,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
34,0,0,0,7,True,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
35,0,0,0,1,False,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
22,0,0,0,0,False,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
29,0,0,0,10,True,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
40,0,0,0,0,False,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
36,0,0,0,2,False,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
26,0,0,0,8,True,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
25,0,0,0,1,True,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
69,0,0,0,0,False,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
27,0,1,0,1,False,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
20,0,0,0,0,True,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
27,0,0,0,1,False,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
24,0,0,0,6,False,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
39,0,0,0,8,False,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
42,0,0,0,0,False,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
47,0,0,0,1,False,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
47,0,0,0,0,False,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
25,0,0,0,1,False,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
33,0,0,0,6,False,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
29,0,0,0,0,False,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
46,0,0,0,1,True,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
32,0,0,1,5,False,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
25,0,0,0,0,False,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
22,0,0,0,0,False,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
21,0,0,0,0,False,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
30,0,0,0,1,False,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
46,0,0,0,9,False,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
33,0,0,0,0,False,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
55,0,0,0,1,False,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
26,0,0,0,2,False,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
33,0,0,0,0,True,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
40,0,0,0,1,False,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
34,0,0,0,0,False,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
22,0,0,0,1,True,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
28,0,0,0,3,False,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
22,0,0,1,4,False,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
31,0,0,0,4,True,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
59,0,0,0,3,True,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
37,0,0,0,0,False,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
41,0,0,0,1,False,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
50,0,0,0,0,False,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
21,0,0,0,2,True,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
57,0,0,0,8,True,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
35,0,0,0,1,False,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
31,0,0,0,5,True,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
51,0,0,0,1,False,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
21,0,0,3,2,False,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
44,0,0,0,9,False,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
27,0,0,0,1,False,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
39,0,0,0,0,False,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
48,0,0,0,5,True,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
25,0,0,0,0,False,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
51,0,0,0,5,False,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
50,0,0,0,0,True,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
30,0,0,0,0,False,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
34,1,0,0,26,False,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
57,0,0,0,2,False,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
69,0,0,0,0,False,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
55,0,0,0,0,False,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
59,0,0,0,4,True,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
42,0,0,0,0,False,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
20,2,0,0,2,True,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
26,0,0,0,0,False,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
58,0,0,0,16,True,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
21,0,0,0,0,False,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
32,0,0,0,21,True,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
24,0,0,0,0,False,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
66,0,0,0,14,False,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
27,0,0,1,4,False,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
53,0,0,0,10,False,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
42,0,0,0,1,False,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
29,0,0,0,8,True,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
21,0,0,0,1,False,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
31,0,0,0,1,True,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
56,0,0,0,8,False,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
58,0,0,0,0,False,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
28,0,0,0,0,False,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
39,0,0,0,0,False,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
22,0,0,1,1,True,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
46,0,0,0,1,True,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
32,0,0,1,4,False,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
29,0,0,0,1,False,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
50,0,0,0,0,True,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
46,0,0,0,2,False,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
44,0,1,0,11,True,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
35,0,0,0,4,False,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
30,0,1,0,14,True,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
28,0,0,0,0,False,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
42,0,0,0,2,False,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
52,0,0,0,3,False,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
46,0,0,0,5,True,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
53,0,0,0,0,False,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
42,0,0,0,0,True,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
37,0,0,0,12,False,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
29,0,0,0,7,True,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
32,0,0,1,8,False,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
31,0,0,0,5,True,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
33,0,0,0,1,False,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
25,0,0,0,4,False,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
33,0,0,0,0,False,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
21,0,0,0,1,False,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
64,0,0,0,7,False,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
35,0,0,0,1,True,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
56,0,0,0,1,False,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
38,0,0,0,0,True,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
40,0,0,0,4,False,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
34,0,0,0,3,False,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
52,0,0,0,5,False,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
64,0,0,0,7,False,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
28,0,0,1,4,False,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
38,0,0,0,0,False,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
63,0,0,0,0,False,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
21,1,0,0,3,False,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
51,0,0,0,0,False,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
29,0,0,0,1,False,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
35,0,0,0,2,False,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
30,0,0,0,0,False,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
61,0,0,0,5,False,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
25,0,0,0,0,False,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
25,0,0,0,4,True,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
26,0,0,0,0,True,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
32,0,0,0,1,False,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
36,0,0,0,1,False,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
24,0,0,0,1,False,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
39,0,0,0,1,False,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
50,0,0,0,0,False,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
42,0,0,0,1,False,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
25,0,0,0,1,False,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
26,0,1,0,13,True,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
31,0,0,0,9,False,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
35,0,0,1,1,False,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
39,0,0,0,0,False,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
41,0,0,0,4,True,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
40,0,0,0,1,False,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
23,0,0,0,0,False,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
34,0,0,0,0,False,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
46,0,0,0,5,False,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
60,0,0,0,1,False,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
61,0,0,0,0,False,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
33,0,0,0,1,False,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
38,0,0,0,0,False,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
46,0,0,0,3,False,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
30,0,0,1,3,True,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
52,0,0,0,3,False,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
34,0,0,0,9,False,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
50,0,0,0,7,False,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
21,0,0,0,0,False,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
31,0,0,0,16,True,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
31,0,0,0,2,True,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
24,0,0,0,0,False,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
23,0,0,0,0,False,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
25,0,0,0,1,False,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
36,0,0,0,1,False,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
31,0,0,0,1,False,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
24,0,0,0,1,False,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
31,0,0,0,13,True,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
49,0,0,0,1,False,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
60,0,0,0,0,True,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
48,0,0,0,10,False,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
37,0,0,0,0,False,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
30,0,0,0,2,False,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
24,0,0,0,0,False,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
32,0,0,0,0,False,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
21,0,2,0,2,False,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
33,0,0,0,0,False,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
46,0,0,0,0,False,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
36,0,0,0,4,False,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
27,0,0,0,0,False,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
21,0,0,1,0,True,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
28,4,0,0,6,False,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
35,0,0,0,0,True,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
34,0,0,0,2,True,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
41,0,0,0,2,True,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
40,0,0,0,7,False,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
23,0,0,0,1,True,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
23,0,0,0,3,True,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
28,0,0,0,2,True,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
20,0,0,0,2,False,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
21,0,0,0,0,True,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
37,0,0,0,1,False,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
46,0,0,1,2,True,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
22,0,0,0,0,False,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
29,3,0,1,4,False,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
29,0,0,0,0,False,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
42,0,0,0,0,False,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
57,0,0,0,1,False,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
27,0,0,0,4,False,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
